barcode,category,subcategory,name,description,size,price
116157,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, PUBLIC DOMAIN, B&W PHOTO, PRESIDENT JOHN F. KENNEDY, JFK, BLACK FRAME","Height 15.5""     Width 12.5""     Depth 0.5""",$40.00/wk
116160,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, PUBLIC DOMAIN, B&W PHOTO, PRESIDENT RICHARD NIXON, BLACK FRAME","Height 15.5""     Width 12.5""     Depth 0.5""",$40.00/wk
116161,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, PUBLIC DOMAIN, B&W PHOTO, PRESIDENT JIMMY CARTER, BLACK FRAME","Height 15.5""     Width 12.5""     Depth 0.5""",$40.00/wk
116162,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, PUBLIC DOMAIN, B&W PHOTO, PRESIDENT HARRY S. TRUMAN, BLACK FRAME","Height 15.5""     Width 12.5""     Depth 0.5""",$40.00/wk
116163,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, PUBLIC DOMAIN, B&W PHOTO, PRESIDENT THEODORE ROOSEVELT, BLACK FRAME","Height 15.5""     Width 12.5""     Depth 0.5""",$38.00/wk
116202,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, PRESIDENT GEORGE WASHINGTON, OVAL FRAME, CONVEX GLASS","Height 22""     Width 16""     Depth 2""",$90.00/wk
207998,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, PUBLIC DOMAIN, B&W PHOTO, PRESIDENT REAGAN, BLACK / SILVER FRAME","Height 32.5""     Width 26.5""     Depth 1""",$48.00/wk
207999,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","""KENNEDY FOR PRESIDENT"" POSTER, AMERICAN PRESIDENT, JFK, GOLD FRAME","Height 27.5""     Width 21.5""     Depth 1""",$48.00/wk
208000,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, ULYSSES S.GRANT & WAR GENERALS, CIVIL WAR, GOLD FRAME","Height 23""     Width 28.5""     Depth 1""",$50.00/wk
208896,"Art, Signage & Wall Decor","Art, Americana","Art, Americana","CLEARABLE, PUBLIC DOMAIN, PHOTO, PRESIDENTIAL PORTRAIT OF BARACK OBAMA, GREY MATTING","Height 22""     Width 18.5""",$45.00/wk
208007,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CLEARABLE, JAPANESE LANDSCAPE, COLOURED BAMBOO ON SILK, BLACK FRAME","Height 10""     Width 16.5""     Depth 1""",$25.00/wk
50035657,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CLEARABLE, RELIGIOUS, GOD / GODDESS FIGURE IN CIRCLE, SQUARE FRAME W/BROWN TEXTURED MATTING, THAILAND","Height 14.5""     Width 14.5""",$40.00/wk
50041193,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CLEARABLE, JAPANESE LANDSCAPE, PAINTED BAMBOO ON SILK, BLACK FRAME","Height 12""     Width 14""     Depth 1""",$26.00/wk
50041194,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CLEARABLE, JAPANESE LANDSCAPE, PAINTED BAMBOO ON SILK, BLACK FRAME","Height 12""     Width 14""     Depth 1""",$25.00/wk
50059122,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CLEARABLE, LANDSCAPE, TREES, WATER, BOAT, MOUNTAINS ON CLOTH","Height 11.5""     Width 14""     Depth 1.5""",$28.00/wk
50059123,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CLEARABLE, LANDSCAPE, TREES, WATER, BUILDING, MOUNTAIN ON CLOTH","Height 11.5""     Width 14""     Depth 1.5""",$25.00/wk
50059124,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CLEARABLE, LANDSCAPE, TREES, WATER, BUILDINGS, MOUNTAINS ON CLOTH","Height 11.5""     Width 14""     Depth 1.5""",$25.00/wk
60000366,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CHINESE, GOLD CHARACTERS DESIGNS & BORDERS, RED BACKGROUND","Height 11.5""     Width 8""     Depth 0.5""",$10.00/wk
60000369,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CHINESE, GOLD CHARACTERS & BORDERS, RED BACKGROUND","Height 13""     Width 9""     Depth 0.5""",$10.00/wk
60000370,"Art, Signage & Wall Decor","Art, Asian","Art, Asian","CHINESE, GOLD CHARACTERS DESIGNS & BORDERS, RED BACKGROUND","Height 13""     Width 9""     Depth 0.5""",$10.00/wk
50002515,"Art, Signage & Wall Decor","Art, Drawing","Art, Drawing","CLEARABLE, PORTRAIT, ANTIQUE, YOUNG GIRL, GOLD COLOURED FRAME","Height 22.5""     Width 18.5""     Depth 1""",$68.00/wk
50002516,"Art, Signage & Wall Decor","Art, Drawing","Art, Drawing","CLEARABLE, PORTRAIT, ANTIQUE, YOUNG MAN W/BOWTIE, GOLD COLOURED FRAME","Height 22.5""     Width 18.5""     Depth 1""",$68.00/wk
50041072,"Art, Signage & Wall Decor","Art, Drawing","Art, Drawing","CLEARABLE, PUBLIC DOMAIN, METALLIC FRAME, BEIGE MATTING, ""1923 PARIS IMMEUBLE QUAI HENRI IV NO.10"", ""FACADE PRINCIPALE PARIS"" ARCHITECTURAL ILLUSTRATION","Height 50""     Width 38""     Depth 3""",$185.00/wk
50041073,"Art, Signage & Wall Decor","Art, Drawing","Art, Drawing","CLEARABLE,PUBLIC DOMAIN, METALLIC FRAME, BEIGE MATTING, ""1923 PARIS IMMEUBLE QUAI HENRI IV NO.10"", ""FACADE LATERALE PARIS"" ARCHITECTURAL ILLUSTRATION","Height 50""     Width 38""     Depth 3""",$185.00/wk
60000478,"Art, Signage & Wall Decor","Art, Drawing","Art, Drawing","CLEARABLE, COLOURFUL DRAWING OF PEOPLE & FLOWERS, FANCY WHITE FRAME","Height 9.5""     Width 11.5""",$20.00/wk
60000534,"Art, Signage & Wall Decor","Art, Drawing","Art, Drawing","CLEARABLE, COLOURFUL DRAWINGS OF BUTTERFLIES & FLOWERS, FOLDING FRAME W/2 IMAGES","Height 8.5""     Width 13""     Depth 1.25""",$18.00/wk
60000700,"Art, Signage & Wall Decor","Art, Drawing","Art, Drawing","CLEARABLE, SKETCHES, ILLUSTRATIONS, SHIPS, BOATS, SLOOPS, SCHOONERS, ROPE, MARINE, NAUTICAL, GOLD COLOURED ORNATE FRAME","Height 19.5""     Width 23""     Depth 2""",$65.00/wk
116115,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","ORNATE GOLD FRAME, EMPTY - (Not Identical To Photo)","Height 20""     Width 17""     Depth 1.5""",$32.00/wk
207984,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","ORNATE GOLD FRAME, FRAME ONLY","Height 17""     Width 20""     Depth 2""",$45.00/wk
50001243,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","AMERICAN FLAG TABLETOP FRAME, U.S.A. STARS & STRIPES","Height 9""     Width 7""     Depth 0.5""",$20.00/wk
50005472,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","3 x 4FT, ORNATE RELIEF BORDERS, EMPTY","Height 48""     Width 36""     Depth 2""",$60.00/wk
50005473,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","3 x 4FT, SPECKLED GOLD / BURGUNDY BORDERS, EMPTY","Height 46""     Width 37.5""     Depth 2""",$60.00/wk
50005474,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","3 x 3FT, ORNATE LINE / LEAF RELIEF BORDERS, EMPTY","Height 38""     Width 32""     Depth 3""",$60.00/wk
50005477,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","3.5 x 4FT, ORNATE RELIEF / CIRCLE BORDERS, EMPTY","Height 40""     Width 46.5""     Depth 3""",$60.00/wk
50005481,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","1.5 x 2FT, ORNATE RELIEF BORDER W/THIN BLUE VELVET, EMPTY","Height 22""     Width 19""     Depth 2.5""",$50.00/wk
50005483,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","2.5 x 2FT, ORNATE RELIEF & THIN BROWN BORDERS, EMPTY","Height 31""     Width 23""     Depth 1""",$60.00/wk
50005485,"Art, Signage & Wall Decor","Art, Frame","Art, Frame","3 x 4FT, ORNATE RELIEF BORDERS W/BLACK SHADING, EMPTY","Height 36""     Width 48""     Depth 2.5""",$62.00/wk
50031836,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","KIDS ARTS AND CRAFTS, PAPER MACHE, CRAZY EYES, STRING HAIR, SHARP TEETH","Height 9""     Width 8""     Depth 11""",$32.00/wk
50032126,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","SPIDER, NEWSPAPER, 1 EYE, SHARP TEETH, CRAFT PROJECT","Height 12""     Width 24""     Depth 18""",$20.00/wk
50033905,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","KIDS ARTS AND CRAFTS, PAPER MACHE, CHICKEN WIRE, VOLCANO & DINOSAUR PREHISTORIC SCENE, CLEARABLE, AGED","Height 20""     Width 41""     Depth 18""",$40.00/wk
50034003,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","GIRAFFE, NEWSPAPER, CRAFT PROJECT","Height 11""     Width 5""     Depth 2""",$20.00/wk
50034004,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","PIG, NEWSPAPER, PINK NOSE, GOOGLY EYES, RED FEET, CRAFT PROJECT","Height 10""     Width 12""     Depth 5""",$20.00/wk
50035645,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","CLEARED, RELIGIOUS, MIXED MEDIA, MARY & BABY JESUS, OLD LOOK","Height 12""     Width 9""     Depth 1""",$32.00/wk
50036342,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","CLEARABLE, CHILDREN'S ARTWORK, CANVAS PANEL, LLAMA AND CACTUS CHILLING, YARN/FELT/RHINESTONES/GOOGLY EYES","Height 10""     Width 8""",$8.00/wk
50041263,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","CLEARABLE, OLD STYLE FIREPLACE FRAME W/SHEET MUSIC","Height 11""     Width 29.5""     Depth 1.5""",$34.00/wk
50041569,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","FRAMED, VIRGIN MARY, CHILDREN, CHURCH, ""NOSSA SENHORA DE FATIMA"", WOOD FRAME W/BLACK & RED PATTERN","Height 11""     Width 9""",$12.00/wk
50041756,"Art, Signage & Wall Decor","Art, Miscellaneous","Art, Miscellaneous","OUTER SPACE TELESCOPE IMAGE, STARS, MOUNTED TO WHITE BOARD, CLEARABLE","Height 43.5""     Width 31.5""",$70.00/wk
114443,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","CLEARED, ABSTRACT EXPRESSIONIST STYLE, THICK BLACK LINES, NO FRAME","Height 42""     Width 48""     Depth 1.5""",$245.00/wk
114444,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","CLEARED, ABSTRACT EXPRESSIONIST STYLE, THICK BLACK LINES, NO FRAME","Height 36""     Width 48""     Depth 1.5""",$225.00/wk
114448,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","CLEARABLE, LANDSCAPE, RIVER & TREES, BROWN WOOD FRAME","Height 21.5""     Width 27.5""     Depth 2""",$32.00/wk
114449,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","CLEARED, LANDSCAPE W/TREES & WATER, LAKE W/TREES, BROWN WOOD FRAME, AGED","Height 15.5""     Width 27.5""     Depth 2""",$42.00/wk
114450,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","CLEARABLE, ELK W/2 CALVES, BROWN WOOD FRAME","Height 24.5""     Width 21""     Depth 2""",$55.00/wk
116022,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","CLEARED, FOX W/PENCIL SHADING, WHITE / BROWN FRAME","Height 12""     Width 12.5""     Depth 2""",$28.00/wk
116122,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","CLEARED, LANDSCAPE, MOUNTAINS W/MOON, NIGHT SCENE, WOOD FRAME","Height 23""     Width 22""     Depth 1.5""",$45.00/wk
116139,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","MAN W/BEARD, OVAL MATTE, VARNISHED NATURAL FRAME","Height 16.5""     Width 14""     Depth 1""",$45.00/wk
116193,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","OIL, FALL LANDSCAPE, RIVER, ROCKS, NATURE","Height 20.5""     Width 25.5""     Depth 2""",$40.00/wk
116194,"Art, Signage & Wall Decor","Art, Painting","Art, Painting","CLEARABLE, OIL, LANDSCAPE, GOLD / BROWN FRAME","Height 19""     Width 34""     Depth 1.5""",$40.00/wk
114461,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, MAN HOLDING DUST PANS & BROOM, SILVER TABLETOP FRAME","Height 8.5""     Width 6.5""     Depth 0.5""",$10.00/wk
116012,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, B&W, GROUP OF MEN W/RIFLES, GOLD ANTIQUE TABLETOP FRAME","Height 7""     Width 9""     Depth 0.5""",$14.00/wk
116040,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARED, SHADOW OF BRANCH ON GREEN / RUST COLOURED BACKGROUND, SILVER FRAME","Height 9""     Width 12""     Depth 1""",$20.00/wk
116056,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, B&W, MAN W/WOMAN IN COATS, 1939, ORNATE BRASS FRAME","Height 5""     Width 4""     Depth 0.5""",$12.00/wk
116069,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, ANTIQUE B&W, FAMILY PORTRAIT, GREEN OVAL W/FLORAL DESIGN FRAME","Height 8""     Width 5.5""     Depth 1.5""",$15.00/wk
116072,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, B&W, YOUNG WOMAN PORTRAIT, DARK STAINED OAK FRAME","Height 13.5""     Width 12""     Depth 0.5""",$22.00/wk
116083,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, B&W, GROUP, BASKETBALL TEAM, SPORTS, BLACK FRAME","Height 12.5""     Width 14.5""     Depth 0.5""",$28.00/wk
116094,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, B&W, GROUP OF NURSING HOME STAFF DINING, SILVER FRAME","Height 9""     Width 10.5""     Depth 0.5""",$15.00/wk
116096,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, B&W, GROUP OF MEN IN STRIPED SHIRTS, CLUB","Height 8""     Width 10""     Depth 1""",$18.00/wk
116098,"Art, Signage & Wall Decor","Art, Photo","Art, Photo","CLEARABLE, B&W, BOYS PRACTICING ARCHERY, BLACK FRAME, AGED / YELLOWED GLASS","Height 11""     Width 15.5""     Depth 1""",$30.00/wk
50061016,"Art, Signage & Wall Decor","Art, Poster","Art, Poster","CLEARABLE, BOWLING ALLEY, BOWLING BALL, PINS & LANE GRAPHIC, ""TUESDAY SPECIAL"", NO FRAME, MOUNTED TO BOARD, AGED","Height 21.5""     Width 16""",$18.00/wk
116029,"Art, Signage & Wall Decor","Art, Print","Art, Print","CLEARABLE, OLD ENGLISH CROWD / HORSE RACING SCENE, ORNATE GOLD FRAME","Height 10""     Width 12""     Depth 1""",$16.00/wk
116030,"Art, Signage & Wall Decor","Art, Print","Art, Print","CLEARABLE, OLD ENGLISH / LARGE BUILDING SCENE, ORNATE GOLD FRAME","Height 10""     Width 12""     Depth 1""",$18.00/wk
116104,"Art, Signage & Wall Decor","Art, Print","Art, Print","CLEARABLE, ""CHATEAU DE BLOIS"" W/RED ROOF, GOLD / WHITE DISTRESSED FRAME","Height 10.5""     Width 13""     Depth 1""",$40.00/wk
116105,"Art, Signage & Wall Decor","Art, Print","Art, Print","CLEARABLE, ""CHATEAU DE CHAMBORD"" W/RED ROOF, GOLD / WHITE DISTRESSED FRAME","Height 10.5""     Width 13""     Depth 1""",$40.00/wk
116121,"Art, Signage & Wall Decor","Art, Print","Art, Print","PUBLIC DOMAIN, 2 COWBOY & 2 HORSES BY GATE","Height 25.5""     Width 33""     Depth 2""",$58.00/wk
50001248,"Art, Signage & Wall Decor","Art, Print","Art, Print","CLEARABLE, OLD STYLE LATIN COLUMNS / ANGLES DIAGRAM, BROWN & GOLD PAINTED FRAME","Height 15.5""     Width 13.5""     Depth 1""",$40.00/wk
50002455,"Art, Signage & Wall Decor","Art, Print","Art, Print","CLEARED, SITTING MAN W/TURBAN & GREEN GARMENT, GOLD COLOURED FRAME","Height 21.5""     Width 17.5""     Depth 1.5""",$40.00/wk
50004273,"Art, Signage & Wall Decor","Art, Print","Art, Print","CLEARABLE, ANTIQUE / OLD STYLE SHIP DIAGRAM W/NUMBERED PARTS, ""SUITTE DE LA PLANCHE"", GOLD PAINTED FRAME","Height 20""     Width 24""     Depth 1.5""",$70.00/wk
50004274,"Art, Signage & Wall Decor","Art, Print","Art, Print","CLEARABLE, ANTIQUE / OLD STYLE SHIP DIAGRAM W/NUMBERED PARTS, ""ECHELLE DE 150 PIEDS"", GOLD PAINTED FRAME","Height 20""     Width 24""     Depth 1.5""",$70.00/wk
50005007,"Art, Signage & Wall Decor","Art, Print","Art, Print","FLORAL MOTIFS, ""PRINTED MUSLINS"", PUBLIC DOMAIN, GOLD FRAME","Height 25""     Width 21""     Depth 1""",$60.00/wk
50039295,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","CLEARABLE, RELIGIOUS, VIRGIN MARY & BABY JESUS, CUTOUT PRINT ON WOOD, ORNATE FRAME","Height 28""     Width 21""     Depth 2.5",$125.00/wk
70002976,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
70002977,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
70002978,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
70002979,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
70002980,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
70002981,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
70002982,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
70002983,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
70002984,"Art, Signage & Wall Decor","Art, Religious","Art, Religious","RELIGIOUS, ANTIQUE GOTHIC STYLE POINTED ARCH SHAPED PANEL FROM A REAL CHURCH, STATIONS OF THE CROSS, JESUS CHRIST, CRUCIFIXION, CATHOLIC, PAINTED WOOD & TIN, AGED, CLEARABLE","Height 23""     Width 15.5""     Depth 1.5""",$75.00/wk
304949,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, ""TINY""","Height 12""     Width 27.5""     Depth 3.5""",$259.00/wk
50004009,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, STORE, BLUE OVAL,""OPEN"" IN RED","Height 20""     Width 34""",$259.00/wk
50004010,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, BAR, ""BEER""","Height 9""     Width 22""",$259.00/wk
50004444,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, RESTAURANT, ""TACOS"", HANGING","Height 19""     Width 48""     Depth 5.5""",$259.00/wk
50021331,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, 14"" DIAMETER PINK CIRCLE, RECTANGULAR PLEXI FRAME, LOOPS FOR HANGING","Height 19""     Width 16""     Depth 3",$259.00/wk
50035879,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, BAR, ""BEER""","Height 21""     Width 19""",$259.00/wk
50038925,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, HOTEL/MOTEL ""VACANCY,"" IN RECTANGULAR PLEXI FRAME","Height 8""     Width 28.5""     Depth 3.5""",$259.00/wk
50039619,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous",CHILI PEPPER,"Height 60""",$355.00/wk
50040493,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, ""BAR""","Height 17""     Width 42""     Depth 6.25""",$259.00/wk
50040504,"Art, Signage & Wall Decor","Neon, Miscellaneous","Neon, Miscellaneous","CLEARABLE, STORE, RECTANGULAR IN BLACK FRAME, ""OPEN""","Height 19.5""     Width 33""     Depth 4""",$259.00/wk
50036977,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, ""STANDARD MICROSCOPE"" DIAGRAM CHART, ""CARL ZEISS"", AGED","Height 37""     Width 31""",$85.00/wk
50036978,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, BIOLOGY, ""MITOSIS"", CELL PHASES DIAGRAM CHART, AGED","Height 48""     Width 42""",$85.00/wk
50036979,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, BIOLOGY / ANATOMY, ""AMERICAN FROHSE ANATOMICAL CHARTS, VISCERA OF CHEST & ABDOMEN"", DIAGRAM CHART, AGED","Height 62.5""     Width 46""",$89.00/wk
50036991,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, BIOLOGY, ""TROPISMS"" PLANTS & ANIMALS DIAGRAM CHART, AGED","Height 49.5""     Width 42""",$85.00/wk
50036992,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, ""GENERAL BIOLOGY SERIES"", ROUND DIAGRAMS OF CELLS & BACTERIA, AGED","Height 32.5""     Width 46.5""",$85.00/wk
50036993,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, BIOLOGY, ""TYPES OF REPRODUCTION"", DIAGRAM CHART, AGED","Height 49""     Width 42""",$85.00/wk
50036994,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, ""POLLINATION & FERTILIZATION"", PLANT DIAGRAM CHART, AGED","Height 48.5""     Width 42""",$85.00/wk
50036995,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, BIOLOGY, ""ADAPTATIONS"", PLANT & ANIMAL DIAGRAM CHART, AGED","Height 48""     Width 42""",$85.00/wk
50036996,"Art, Signage & Wall Decor","Science/Nature, Poster","Science/Nature, Poster","VINTAGE LAB / CLASSROOM POSTER, BIOLOGY / ANATOMY, ""THE FOETAL PIG"", ANIMAL DISSECTION DIAGRAM CHART, AGED","Height 48.5""     Width 42""",$85.00/wk
313671,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","""WARNING: DO NOT LEAVE...."", STOP SIGN, WHITE TEXT","Height 24""     Width 12""",$16.00/wk
313673,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","""WARNING: DO NOT LEAVE...."", STOP SIGN, WHITE TEXT","Height 24""     Width 12""",$22.00/wk
313676,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","""WARNING: DO NOT LEAVE...."", STOP SIGN, WHITE TEXT","Height 24""     Width 12""",$20.00/wk
374836,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport",WHITE LUGGAGE SYMBOL,"Height 12""     Width 22""",$22.00/wk
380211,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","""AIRLINE EMPLOYEES ONLY"", WHITE TEXT","Height 11""     Width 11""",$16.00/wk
380212,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","""ONLY PERSONS WITH..."", WHITE TEXT","Height 10""     Width 16""",$22.00/wk
50026555,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","3 QUESTIONS ABOUT BAGGAGE / PACKING / CONTENTS, AGED","Height 7""     Width 24""",$20.00/wk
50039587,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","DEPARTURES / ARRIVALS / TRANSPORT / BAGGAGE, W/ARROWS, GREEN & YELLOW","Height 48""     Width 36""",$28.00/wk
50041396,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","ARRIVALS, GREEN BACKGROUND, YELLOW TEXT & ARROWS","Height 18""     Width 30""",$28.00/wk
50041397,"Art, Signage & Wall Decor","Sign, Airport","Sign, Airport","INTERNATIONAL DEPARTURES, GREEN BACKGROUND, YELLOW TEXT, BLACK ARROWS IN YELLOW CIRCLES","Height 18""     Width 30""",$28.00/wk
114418,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","BUS STOPS, ""MOOSE MOUNTAIN"", WHITE TEXT, ANTIQUE, AGED","Height 24""     Width 18""",$40.00/wk
206575,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","STOPS, ""NO PARKING..."", RED TEXT & ARROW","Height 18""     Width 12""",$20.00/wk
