barcode,category,subcategory,name,description,size,price
50004804,Commercial & Institutional,"Cart, Library","Cart, Library","BOOK CART WITH 3 LEVELS, ROLLING","Height 41""     Width 31""     Depth 13""",$70.00/wk
50004805,Commercial & Institutional,"Cart, Library","Cart, Library","BOOK CART WITH 3 LEVELS, ROLLING (6 WHEELS)","Height 43""     Width 37""     Depth 18""",$70.00/wk
50004806,Commercial & Institutional,"Cart, Library","Cart, Library","BOOK CART WITH 3 LEVELS,ROUNDED END HANDLES, ROLLING","Height 38""     Width 32""     Depth 16""",$70.00/wk
50006461,Commercial & Institutional,"Cart, Library","Cart, Library","BOOK CART WITH 3 LEVELS, ROUNDED END HANDLES, DISTRESSED, ROLLING","Height 42""     Width 36""     Depth 18""",$70.00/wk
50062201,Commercial & Institutional,"Cart, Library","Cart, Library","BOOK CART WITH 3 LEVELS, ""084"" STENCILED ON BOTH SIDES, ROUNDED END HANDLES, ROLLING, AGED","Height 39""     Width 32""     Depth 16""",$70.00/wk
303359,Commercial & Institutional,"Cart, Metal","Cart, Metal","3 LEVEL, FRAME CURVED AT BOTTOM, ROLLING","Height 38""     Width 30""     Depth 18""",$98.00/wk
50004021,Commercial & Institutional,"Cart, Metal","Cart, Metal","3 LEVEL W/HOLE IN TOP 2 LEVELS, ROLLING","Height 41""     Width 38""     Depth 22""",$100.00/wk
50006410,Commercial & Institutional,"Cart, Metal","Cart, Metal","2 LEVELS, LARGE WHEELS, BUMPER, ROLLING, VINTAGE, OLDER STYLE","Height 35.5""     Width 42""     Depth 24""",$98.00/wk
50019747,Commercial & Institutional,"Cart, Metal","Cart, Metal","3 LEVELS, PERFORATED TRAYS, TUBULAR FRAME, TROLLEY, CRAFT SUPPLIES ETC., ROLLING","Height 31""     Width 17.5""     Depth 14""",$28.00/wk
50021587,Commercial & Institutional,"Cart, Metal","Cart, Metal","VINTAGE, INDUSTRIAL, POST OFFICE / MAIL CART, CURVED LOWER LEGS W/CROSS BARS, PERFORATED SIDES, ROLLING, AGED","Height 33.5""     Width 48""     Depth 24.5""",$100.00/wk
50026038,Commercial & Institutional,"Cart, Metal","Cart, Metal","VINTAGE, INDUSTRIAL, POST OFFICE / MAIL CART, CURVED LOWER LEGS W/CROSS BARS, PERFORATED SIDES, ROLLING, AGED","Height 33.5""     Width 48""     Depth 24.5""",$100.00/wk
50026087,Commercial & Institutional,"Cart, Metal","Cart, Metal","3 LEVELS, ROLLING - Condition Not Identical To Photo","Height 59.5""     Width 58""     Depth 24""",$225.00/wk
50026525,Commercial & Institutional,"Cart, Metal","Cart, Metal","VINTAGE, BOOK / LIBRARY, 2 LEVELS, SIDE HANDLES, ROLLING, AGED / RUST","Height 37""     Width 30""     Depth 17""",$60.00/wk
50031038,Commercial & Institutional,"Cart, Metal","Cart, Metal","CLEAR PLEXI DOORS FRONT & BACK,TRANSLUCENT ENDS,1 HANDLE W/BLUE PLASTIC ENDS, SHELF, ROLLING","Height 31""     Width 30""     Depth 18""",$50.00/wk
50031337,Commercial & Institutional,"Cart, Metal","Cart, Metal","INDUSTRIAL, VINTAGE, ROLLING BIN, ANGLED FRONT, RUSTY METAL TRIM - Stored In Yard, Condition May Not Be Identical To Photos","Height 34""     Width 72""     Depth 28.5""",$215.00/wk
50004419,Commercial & Institutional,"Cart, Misc","Cart, Misc","MAIL CART OR STORAGE / UTILITY / WASTE CONTAINER BIN, ROLLING (2PCS)","Height 28""     Width 32""     Depth 18""",$50.00/wk
50004918,Commercial & Institutional,"Cart, Misc","Cart, Misc","1 HANDLE, 1 DOOR, ""(( ))"" CUTOUT SHAPES ON SIDES, ROLLING","Height 43""     Width 37""     Depth 23""",$125.00/wk
50004990,Commercial & Institutional,"Cart, Misc","Cart, Misc","RECTANGULAR FILE CART W/PERFORATED SIDES, LOWER SHELF, ROLLING","Height 27.5""     Width 24""     Depth 13.5""",$48.00/wk
50010812,Commercial & Institutional,"Cart, Misc","Cart, Misc","UTILITY / PULL / MAIL CART WITH 2 BASKETS, BACK WHEELS, HANDLE","Height 38.5""     Width 28""     Depth 18.5""",$40.00/wk
50011417,Commercial & Institutional,"Cart, Misc","Cart, Misc","FOOD SERVICE STAND, OFFICE / BREAKROOM, COFFEE / TEA, REFRESHMENT OR BEVERAGE STATION, 1 LOWER CABINET - Dressing Not Included","Height 35""     Width 36""     Depth 19""",$135.00/wk
50026114,Commercial & Institutional,"Cart, Misc","Cart, Misc","VINTAGE, INDUSTRIAL, POST OFFICE / MAIL CART, CURVED LOWER LEGS, HINGED SIDES, ROLLING, AGED","Height 45""     Width 86""     Depth 37.5""",$285.00/wk
50028349,Commercial & Institutional,"Cart, Misc","Cart, Misc","GARDEN CART, MESH PERFORATED TRAY TOP, 2 LARGE WHEELS, HANDLE ON 1 END, WOBBLES - Condition Not Identical To Photo","Height 39""     Width 48""     Depth 24""",$135.00/wk
50031522,Commercial & Institutional,"Cart, Misc","Cart, Misc","GARAGE, PUSH CART, 2 LEVELS, WARPED DISTRESSED WOOD SHELVES (1 MISSING), END HANDLE, VERY AGED, USED, ROLLING - Stored In Yard, Condition May Not Be Identical To Photo","Height 36""     Width 33""     Depth 19""",$45.00/wk
50031667,Commercial & Institutional,"Cart, Misc","Cart, Misc","VINTAGE, INDUSTRIAL, POST OFFICE / MAIL CART FLAT DECK, CURVED LOWER FRAME,  ROLLING, AGED","Height 22.5""     Width 83""     Depth 34""",$265.00/wk
50036000,Commercial & Institutional,"Cart, Misc","Cart, Misc","UTILITY / PULL / MAIL / STOCK PICK CART WITH 2 WIRE LEVELS, LARGE & SMALL WHEELS, HANDLE","Height 39.5""     Width 38""     Depth 18""",$58.00/wk
50024513,Commercial & Institutional,"Cart, Shopping","Cart, Shopping","STORE, SMALL, VINTAGE, WIRE, RUSTY/AGED/USED","Height 35""     Width 27""     Depth 16""",$55.00/wk
50031159,Commercial & Institutional,"Cart, Shopping","Cart, Shopping","STORE, SMALL, VINTAGE, WIRE, ROUNDED FRONT, LOWER RACK, RUSTY/AGED/USED","Height 38""     Width 28""     Depth 18""",$55.00/wk
50051470,Commercial & Institutional,"Cart, Shopping","Cart, Shopping","STORE, RED BASKET, GENERIC, UNBRANDED, MULTIPLES NEST IN A ROW","Height 38.5""     Width 37""     Depth 18""",$55.00/wk
50059542,Commercial & Institutional,"Cart, Shopping","Cart, Shopping","STORE, BLUE BUMPERS, HAND GRIP & FOLD DOWN CHILD SEAT, GENERIC, UNBRANDED, MULTIPLES NEST IN A ROW","Height 36.5""     Width 34""     Depth 18.5""",$55.00/wk
50061288,Commercial & Institutional,"Cart, Shopping","Cart, Shopping","STORE, GREY BUMPERS, HAND GRIP & FOLD DOWN CHILD SEAT, GENERIC, UNBRANDED","Height 36.5""     Width 34""     Depth 18.5""",$55.00/wk
60000004,Commercial & Institutional,"Cart, Shopping","Cart, Shopping","SHOPPING CART CORRAL FOR GROCERY STORE / MALL PARKING LOT, RED PLASTIC SIDE BUMPERS, METAL FRAME, FREESTANDING, MULTIPLE PIECES, REQUIRES ASSEMBLY","Height 96.5""     Width 36""     Depth 146.5""",$325.00/wk
206386,Commercial & Institutional,"Cart, Vending","Cart, Vending","REFRESHMENT / COFFEE / SNACK CART W/ROOF & CANOPY, AGED - Condition Not Identical To Photo","Height 76""     Width 48""     Depth 24.5""",$365.00/wk
50006495,Commercial & Institutional,"Cart, Vending","Cart, Vending","REFRESHMENT / COFFEE / SNACK CART W/4 SLOTS & 2 DRAWERS, ROUNDED TOP FRAME, ROLLING","Height 66""     Width 39""     Depth 20""",$325.00/wk
50006496,Commercial & Institutional,"Cart, Vending","Cart, Vending","""HOT ROASTED CORN 5c"" W/4 BURNERS & REMOVEABLE PIPE, 2 FRONT DOORS, METAL WHEELS, AGED - Condition Not Identical To Photo","Height 66""     Width 39""     Depth 26.5""",$395.00/wk
50011601,Commercial & Institutional,"Cart, Vending","Cart, Vending","""COLD DRINKS ICE CREAM SNOW CONES"" (BOTH SIDES), FLIP UP LIDS, ROLLING SNACK COOLER","Height 36""     Width 40""     Depth 16""",$89.00/wk
50026664,Commercial & Institutional,"Cart, Vending","Cart, Vending","STREET FOOD CART W/TRAILER HITCH, CHARRED GRILL, PLEXI DISPLAY, 2 LATCHED BOXES ON BACK, METAL WHEELS, VERY AGED, DISTRESSED","Height 47""     Width 78""     Depth 42""",$625.00/wk
50031364,Commercial & Institutional,"Cart, Vending","Cart, Vending","SNACK / REFRESHMENT TRAILER, HOT DOG / FOOD CART, JUST TRAILER BOX MEASURES 40.5 x 48 x 40.5"": WHEELS ADD 6"" TO EACH SIDE FOR TOTAL DEPTH OF 52.5"", HITCH ON FRONT ADDS 30"" FOR TOTAL WIDTH OF 78"", TAP ADDS 8"" FOR TOTAL HEIGHT OF 48.5"", TOP SURFACE HAS SINK & CONDIMENT HOLDERS, ROLLING, AGED","Height 48.5""     Width 78""     Depth 52.5""",$625.00/wk
50039260,Commercial & Institutional,"Cart, Vending","Cart, Vending","WOOD FRAME CONSTRUCTION, 2 HANDLES & 2 RUBBER WHEELS, TURNED LEGS, AGED","Height 85""     Width 63""     Depth 30""",$245.00/wk
50051100,Commercial & Institutional,"Cart, Vending","Cart, Vending","7.5FT WIDE, SNACK / REFRESHMENTS, ""ICE CREAM & FUNNEL CAKES"" STAND / CART FOR OUTDOOR USE, SMALL SINK & BACK FRIDGES, 67""H AS SHOWN - ROOF RAISES & LOWERS - VERY AGED","Width 90.5""     Depth 32""",$625.00/wk
50060753,Commercial & Institutional,"Cart, Vending","Cart, Vending","VINTAGE LOOK, ROLLING PUSH CART, CARNIVAL / MOVIE THEATRE / FAIR / CIRCUS, CONCESSION STAND","Height 32""     Width 24""     Depth 15""",$55.00/wk
60000713,Commercial & Institutional,"Cart, Vending","Cart, Vending","PRODUCT OR FLOWER CART, PAINTED WHITE POSTS & SHELVES W/1 FLIP DOWN, UNSTAINED LOWER FRAME W/2 PULL HANDLES, 2 LARGE WHEELS, CANOPY AVAILABLE - Condition May Not Be Identical To Photo, This Item Is Allowed To Be Customized","Height 77""     Width 99""     Depth 32""",$375.00/wk
208233,Commercial & Institutional,"Fire, Bell","Fire, Bell",ROUND W/BASE MOUNT,"Height 10""     Width 10""     Depth 3""",$20.00/wk
380039,Commercial & Institutional,"Fire, Bell","Fire, Bell","DOUBLE,BLACK BASE,VINTAGE","Height 12""     Width 13""     Depth 4""",$20.00/wk
50000476,Commercial & Institutional,"Fire, Bell","Fire, Bell","2 SECTIONS W/TAPED PIPE END, VINTAGE","Height 14""     Width 6""     Depth 3.5""",$20.00/wk
50000559,Commercial & Institutional,"Fire, Bell","Fire, Bell","DOUBLE,""NORTHERN ELECTRIC"",PAINTED OVER BLACK BASE","Height 7.5""     Width 6.5""     Depth 2""",$20.00/wk
50040000,Commercial & Institutional,"Fire, Bell","Fire, Bell","WALLMOUNT,""AUDIBLE SIGNAL APPLIANCE"", VINTAGE","Height 6""     Width 6""     Depth 2.5""",$20.00/wk
50051944,Commercial & Institutional,"Fire, Bell","Fire, Bell",ROUND W/BASE MOUNT,"Height 10""     Width 10""     Depth 3""",$20.00/wk
70021923,Commercial & Institutional,"Fire, Bell","Fire, Bell","ANTIQUE, INDUSTRIAL, WALLMOUNT W/2 BELLS, AGED","Height 7""     Width 12""     Depth 5""",$20.00/wk
723041,Commercial & Institutional,"Fire, Bell","Fire, Bell",ROUND W/BASE MOUNT,"Height 10""     Width 10""     Depth 3""",$20.00/wk
208230,Commercial & Institutional,"Fire, Box","Fire, Box","""FIRE EMERGENCY PHONE"" BOX, WALLMOUNT","Height 15""     Width 11.5""     Depth 4""",$45.00/wk
208975,Commercial & Institutional,"Fire, Box","Fire, Box","WALL CABINET FOR FIRE HOSE, HINGED DOOR W/WINDOW, WALLMOUNT","Height 30""     Width 22""     Depth 6""",$129.00/wk
208976,Commercial & Institutional,"Fire, Box","Fire, Box","WALL CABINET FOR FIRE HOSE, HINGED DOOR W/WINDOW, FLUSH MOUNT","Height 34""     Width 26""     Depth 6.5""",$129.00/wk
50002613,Commercial & Institutional,"Fire, Box","Fire, Box","SQUARE WALLMOUNT STROBE BOX W/LIGHT, ""FIRE""","Height 7""     Width 6.5""     Depth 6.5""",$14.00/wk
50004698,Commercial & Institutional,"Fire, Box","Fire, Box","FIRE EXTINGUISHER BOX W/PLEXI FRONT,2 KEYS, WALLMOUNT","Height 24""     Width 11""     Depth 7""",$30.00/wk
50004969,Commercial & Institutional,"Fire, Box","Fire, Box","FIRE EXTINGUISHER BOX W/PLEXI FRONT, WALLMOUNT, Condition Not Identical To Photo","Height 24""     Width 11""     Depth 7""",$30.00/wk
50011463,Commercial & Institutional,"Fire, Box","Fire, Box","WALLMOUNT,PUSH BUTTON STOPPER","Height 5""     Width 3""     Depth 3""",$14.00/wk
50013087,Commercial & Institutional,"Fire, Box","Fire, Box","WALLMOUNT STROBE BOX W/LIGHT,SPEAKER & MOUNT, AGED","Height 6""     Width 5""     Depth 4.5""",$14.00/wk
50034066,Commercial & Institutional,"Fire, Box","Fire, Box","WALLMOUNT - Not Identical To Photo, No Longer Has Key","Height 5.5""     Width 4""     Depth 1.5""",$14.00/wk
50039586,Commercial & Institutional,"Fire, Box","Fire, Box","WALLMOUNT FIRE EXTINGUISHER HOLDER, TRANSPARENT HINGED DOOR","Height 30""     Width 11""     Depth 8""",$32.00/wk
115067,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher","VINTAGE SPRAYER, CYLINDRICAL W/BRASS & WOODEN PUMP HANDLES, NO HOSE, ANTIQUE FIRE EXTINGUISHER OR SIMILAR","Height 15.5""     Width 4""     Depth 6.5""",$30.00/wk
386488,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher","OLD STYLE, HAND PUMP","Height 13.5""     Width 3""     Depth 3""",$20.00/wk
50000446,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher","ABC POWDER, W/PIN & HOSE","Height 19.5""     Width 5.5""     Depth 5.5""",$25.00/wk
50000455,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher","SILVER, WATER W/PIN & HOSE, IN RED WOOD HOLDER","Height 26""     Width 9""     Depth 9.5""",$30.00/wk
50001282,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher",OLD STYLE FIREFIGHTING WATER BACKPACK W/HOSE,"Height 19.5""     Width 22.5""     Depth 7""",$30.00/wk
50011018,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher","CYLINDER W/NOZZLE, NO FLAME STICKER, ""CHARGED""","Height 15.5""     Width 8""     Depth 3.5""",$18.00/wk
50015302,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher",OLD STYLE FIREFIGHTING WATER BACKPACK W/HOSE & STRAPS,"Height 19""     Width 14""     Depth 7""",$30.00/wk
50015304,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher",WATER TANK BACKPACK W/HOSE & STRAPS,"Height 31""     Width 16.5""     Depth 7""",$30.00/wk
50026168,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher","CO2 / CARBON DIOXIDE FOR ELECTRICAL FIRES, BLACK RUBBER NOZZLE","Height 26""     Width 5""     Depth 5""",$35.00/wk
50035203,Commercial & Institutional,"Fire, Extinguisher","Fire, Extinguisher","OLD STYLE, CYLINDRICAL BRASS TUBE W/HAND PUMP, WOOD HANDLE","Height 16""     Width 3""     Depth 3""",$20.00/wk
70021968,Commercial & Institutional,"Fire, Hose","Fire, Hose","ANTIQUE FIRE HOSE, BRASS NOZZLE","Height 22""     Width 14""     Depth 5""",$40.00/wk
50000473,Commercial & Institutional,"Fire, Nozzle","Fire, Nozzle","""PYRENE FOAM MAKING BRANCHPIPE"" W/RED WHEEL","Height 19""     Width 8""     Depth 8""",$20.00/wk
50034156,Commercial & Institutional,"Fire, Nozzle","Fire, Nozzle",FIRE HOSE NOZZLE,"Height 5""     Width 19""     Depth 7""",$18.00/wk
50036972,Commercial & Institutional,"Fire, Nozzle","Fire, Nozzle","FIREFIGHTER'S NOZZLE W/HANDLE, ""AKRON ASSAULT 1.50 NPSH""","Height 14""     Width 5.5""     Depth 4.5""",$25.00/wk
70022168,Commercial & Institutional,"Fire, Nozzle","Fire, Nozzle","TAPERED, PLAIN, SOLID BRASS","Height 12.25""     Width 4""     Depth 4""",$15.00/wk
314117,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","""PULL IN CASE OF FIRE"",RAISED ""E""","Height 4.5""     Width 3""     Depth 1""",$8.00/wk
386164,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","""PULL IN CASE OF FIRE"",RAISED ""E"",AGED","Height 4.5""     Width 3""     Depth 1""",$8.00/wk
50000547,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","""PULL FIRE"" W/ARROW,GREY PANEL W/BLACK TEXT","Height 4.5""     Width 3.5""     Depth 1""",$8.00/wk
50000551,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","""EDWARDS"" W/WHITE TEXT & ARROW ON BLACK","Height 4.5""     Width 3""     Depth 1""",$8.00/wk
50011107,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","FRONT PANEL ONLY OF BOX, ""ADT,"" AGED","Height 9""     Width 6""     Depth 2""",$15.00/wk
50011108,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","BOX W/ROD ON CHAIN,""ADT SYSTEM,"" AGED","Height 10""     Width 7.5""     Depth 3.5""",$18.00/wk
50011452,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","""PULL IN CASE OF FIRE"",RAISED ""E"",SILVER STRIPES","Height 4.5""     Width 3""     Depth 1.5""",$8.00/wk
50011732,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","""PULL IN CASE OF FIRE"", RAISED ""E"", SILVER STRIPES, AGED, Condition Not Identical To Photo","Height 4.5""     Width 3""     Depth 1""",$8.00/wk
50011733,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","""PULL IN CASE OF FIRE"",RAISED ""E"",SILVER STRIPES,AGED","Height 4.5""     Width 3""     Depth 1""",$8.00/wk
50013460,Commercial & Institutional,"Fire, Pull Station","Fire, Pull Station","""FIRE SUPPRESSION SYSTEM RELEASE"", W/KEY","Height 5""     Width 3.5""     Depth 1""",$8.00/wk
207612,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","COAL / ASH BUCKET W/TOP & SIDE HANDLES, AGED","Height 12""     Width 12""     Depth 17""",$25.00/wk
50020050,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","COAL / ASH BUCKET W/HANDLE, AGED","Height 10.5""     Width 15.5""     Depth 13""",$25.00/wk
70002337,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","TUDOR, MID-LATE 20TH CENTURY, FIREPLACE SCUTTLE, ASH BUCKET","Height 21""     Width 12""     Depth 10.5""",$25.00/wk
70002384,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","ART NOUVEAU, 1890-1910, ENAMELLED TIN / BRASS, ASH BUCKET","Height 19""     Width 12""     Depth 17.5""",$25.00/wk
70002385,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","ANTIQUE, 1880-1900, WOOD / BRASS, ASH BUCKET","Height 12""     Width 15.5""     Depth 11""",$25.00/wk
70002386,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","ART NOUVEAU, 1880-1900, ENAMELLED TIN / BRASS, ASH BUCKET","Height 15.5""     Width 10""     Depth 15""",$25.00/wk
70005256,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","MID - LATE 20TH CENTURY, DUTCH, COPPER, BRASS, PORCELAIN HANDLES, ASH BUCKET","Height 14""     Width 13.5""     Depth 11""",$25.00/wk
70005373,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","ANTIQUE, LIONS, PORCELAIN HANDLE, ASH BUCKET","Height 8.25""     Width 11""     Depth 9.25""",$25.00/wk
70005381,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","MID-LATE 20TH CENTURY, COPPER, ASH BUCKET","Height 14.5""     Width 12.5""     Depth 10""",$25.00/wk
70005422,Commercial & Institutional,"Fireplace, Scuttle","Fireplace, Scuttle","1900-1920 SCUTTLE, STEEL, ASH BUCKET","Height 23.25""     Width 10.5""     Depth 9""",$25.00/wk
50004471,Commercial & Institutional,"Game, Carnival","Game, Carnival","GAMBLING/""CROWN & ANCHOR"" WHEEL W/RACEHORSES & NUMBERS, BLACK STAND W/POINTER","Height 50""     Width 32""     Depth 19""",$275.00/wk
50004472,Commercial & Institutional,"Game, Carnival","Game, Carnival","GAMBLING/""CROWN & ANCHOR"" WHEEL W/CARD SUITS, BLACK STAND W/POINTER","Height 50""     Width 32""     Depth 19""",$275.00/wk
50004481,Commercial & Institutional,"Game, Carnival","Game, Carnival","GAMBLING/""CROWN & ANCHOR"" WHEEL W/CARD SUITS, BLACK 3-LEGGED STAND W/POINTER","Height 87""     Width 60""     Depth 21""",$369.00/wk
50004482,Commercial & Institutional,"Game, Carnival","Game, Carnival","GAMBLING / ""CROWN & ANCHOR"" STYLE WHEEL, INCLUDES BLACK 4-LEGGED CAST IRON STAND W/POINTER (Not Pictured, Measurements Include Stand)","Height 87""     Width 60""     Depth 21""",$369.00/wk
50004510,Commercial & Institutional,"Game, Carnival","Game, Carnival","GAMBLING WHEEL, NUMBERED W/RED STAR, BLACK IRON STAND, AGED","Height 20""     Width 24""     Depth 24""",$159.00/wk
50004511,Commercial & Institutional,"Game, Carnival","Game, Carnival","GAMBLING WHEEL W/DICE MOTIF, BLACK IRON STAND, AGED","Height 21""     Width 24""     Depth 24""",$159.00/wk
50026197,Commercial & Institutional,"Game, Carnival","Game, Carnival","BLUE BOX W/LID & CUTOUT HANDLES HOLDS VINTAGE SET FOR CARNIVAL MILK BOTTLE GAME (9 BOTTLES, 2 ARE WEIGHTED)","Height 8""     Width 15""     Depth 11""",$30.00/wk
50026198,Commercial & Institutional,"Game, Carnival","Game, Carnival",GREEN BOX W/LID & CUTOUT HANDLES HOLDS VINTAGE SET FOR CARNIVAL MILK BOTTLE GAME (10 BOTTLES),"Height 8""     Width 15""     Depth 11""",$30.00/wk
50031243,Commercial & Institutional,"Game, Carnival","Game, Carnival","GAMBLING ""WHEEL OF FORTUNE"", NUMBERED, 6 ORNATE POINTERS, FLAT END FOR TABLETOP","Height 45""     Width 48""     Depth 9.5""",$265.00/wk
70010139,Commercial & Institutional,"Game, Carnival","Game, Carnival","ROUND, GAMBLING WHEEL, NUMBERS, 2.25"" THICK, NO STAND","Height 38""",$250.00/wk
50012310,Commercial & Institutional,"Game, Casino","Game, Casino","SETS OF CHIPS IN CASE W/HINGED LID, DECKS OF CARDS, DICE","Height 3""     Width 22.5""     Depth 9""",$38.00/wk
50038552,Commercial & Institutional,"Game, Casino","Game, Casino","ROULETTE WHEEL, ROTATES - JUST WHEEL","Height 12""     Width 32""     Depth 32""",$125.00/wk
50038553,Commercial & Institutional,"Game, Casino","Game, Casino","ROULETTE WHEEL, FIXED/DOES NOT ROTATE - JUST WHEEL","Height 12""     Width 32""     Depth 32""",$125.00/wk
50041169,Commercial & Institutional,"Game, Casino","Game, Casino","25c SLOT MACHINE, SIDE PULL LEVER W/BLACK BALL END, BROWN LAMINATE SIDES, ""LET'S DANCE"" GRAPHIC PANEL, TOP LIGHT","Height 33""     Width 19""     Depth 20""",$125.00/wk
50041173,Commercial & Institutional,"Game, Casino","Game, Casino","25c SLOT MACHINE, SIDE PULL LEVER W/BLACK BALL END, BROWN LAMINATE SIDES, ""BIG PAYOUT"" GRAPHIC PANEL, TOP LIGHT","Height 33""     Width 19""     Depth 20""",$125.00/wk
50041195,Commercial & Institutional,"Game, Casino","Game, Casino","25c SLOT MACHINE, SIDE PULL LEVER W/BLACK BALL END, BROWN LAMINATE SIDES, ""SPUTNIK"" GRAPHIC PANEL, TOP LIGHT","Height 33""     Width 19""     Depth 20""",$125.00/wk
50041197,Commercial & Institutional,"Game, Casino","Game, Casino","25c SLOT MACHINE, SIDE PULL LEVER W/BLACK BALL END, BROWN LAMINATE SIDES, ""JAZZ AGE"" GRAPHIC PANEL, TOP LIGHT","Height 33""     Width 19""     Depth 20""",$125.00/wk
50041198,Commercial & Institutional,"Game, Casino","Game, Casino","25c SLOT MACHINE, SIDE PULL LEVER W/BLACK BALL END, BROWN LAMINATE SIDES, ""JAZZ AGE"" GRAPHIC PANEL, TOP LIGHT","Height 33""     Width 19""     Depth 20""",$125.00/wk
50041199,Commercial & Institutional,"Game, Casino","Game, Casino","25c SLOT MACHINE, SIDE PULL LEVER W/BLACK BALL END, BROWN LAMINATE SIDES, ""ROBOT"" GRAPHIC PANEL, TOP LIGHT MISSING","Height 28""     Width 19""     Depth 20""",$125.00/wk
50041202,Commercial & Institutional,"Game, Casino","Game, Casino","25c SLOT MACHINE, SIDE PULL LEVER W/BLACK BALL END, BROWN LAMINATE SIDES, ""WINNER'S CIRCLE"" GRAPHIC PANEL, TOP LIGHT","Height 33""     Width 19""     Depth 20""",$125.00/wk
50005265,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","HOUSEHOLD CLOTHES HAMPER W/HINGED LID, VINTAGE","Height 24""     Width 19""     Depth 11""",$35.00/wk
50006470,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","INDUSTRIAL / COMMERCIAL, HOTEL / HOUSEKEEPING, CANVAS HAMPER CART W/METAL FRAME","Height 30""     Width 25""     Depth 21""",$50.00/wk
50006472,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","INDUSTRIAL / COMMERCIAL, HOTEL / HOUSEKEEPING, CANVAS HAMPER CART W/METAL FRAME, ROLLING","Height 37""     Width 31""     Depth 22""",$75.00/wk
50012480,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","INDUSTRIAL / COMMERCIAL, HOTEL / HOUSEKEEPING, CANVAS HAMPER CART W/WOOD FRAME, ROLLING","Height 36.5""     Width 45""     Depth 32""",$80.00/wk
50012481,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","INDUSTRIAL / COMMERCIAL, HOTEL / HOUSEKEEPING, CANVAS HAMPER CART W/WOOD FRAME, ROLLING","Height 37""     Width 41""     Depth 29""",$75.00/wk
50020370,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","INDUSTRIAL / COMMERCIAL, HOTEL / HOUSEKEEPING, CANVAS HAMPER CART W/METAL BASE, SIDE HANDLES","Height 24""     Width 26""     Depth 16""",$50.00/wk
50025322,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","HAMPER CART W/METAL FRAME, SIDE HANDLES, DRAWSTRING BAG","Height 33.5""     Width 19""     Depth 12""",$40.00/wk
50031106,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","INDUSTRIAL / COMMERCIAL, HOTEL / HOUSEKEEPING, CANVAS HAMPER CART W/WOOD & METAL BASE, ROLLING, AGED, USED","Height 23""     Width 32""     Depth 21""",$50.00/wk
50031158,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","INDUSTRIAL / COMMERCIAL, HOTEL / HOUSEKEEPING, YELLOW HAMPER CART W/WOOD & METAL FRAME, ROLLING, AGED, DISTRESSED","Height 30""     Width 31""     Depth 21""",$75.00/wk
50032042,Commercial & Institutional,"Laundry, Hamper","Laundry, Hamper","HOUSEHOLD CLOTHES HAMPER W/HINGED LID, WOVEN","Height 23""     Width 19""     Depth 11""",$35.00/wk
50005173,Commercial & Institutional,"Locker, Misc","Locker, Misc","DOUBLE VENTED DOORS W/HANDLES ""003""","Height 72""     Width 24""     Depth 15""",$115.00/wk
